,src,target,model_pred
2560,"rt username : "" no to kpop "" is number 1 trending worldwide because kpop stans theirselves tweet that . well yeah","rt username : "" no to kpop "" is number 1 trending worldwide because kpop stans themselves tweet that . well yeah","rt username : "" no to kpop "" is number 1 trending worldwide because kpop stans themselves tweet that . well yeah"
2561,"username youre hot and beautiful as fuck a9lan youre human its not your job to be "" perfect looking "" everyday golelhum yaklo teben xoxoxxo","username you're hot and beautiful as fuck a9lan you're human its not your job to be "" perfect looking "" everyday golelhum yaklo teben xoxoxxo","username you're hot and beautiful as fuck a9lan you's human its not your job to be "" perfect looking "" everyday golelhum yaklo teben xoxoxxo"
2562,hahhahahahaha me and rio have to walk to the quay from mold hahaha,hahhahahahaha me and rio have to walk to the quay from mold hahaha,hahhahahahaha me and rio have to walk to the quay from mold hahaha
2563,username astaghfirullah . ham to farrukh bhai ke shehar islamabad ja rahe hain : p,username astaghfirullah . ham to farrukh bhai ke shehar islamabad ja rahe hain : p,username astaghfirullah . ham to farrukh bhai ke shehar islamabad ja rahe hain : p
2564,rt username : snapchat bffs will always getcha into a pickle,rt username : snapchat best friends forever will always get you into a pickle,rt username : snapchat best friends forever will always get you into a pickle
2565,"username oh to the my to the god , ohmygod . . . hahaha","username oh to the my to the god , oh my god . . . hahaha","username oh to the my to the god , oh my god . . . hahaha"
2566,openfollow for rp help retweet guys * 19,open follow for rp help retweet guys * 19,open follow for rp help retweet guys * 19
2567,rt username : sayeng ' vuldemurt ' out lowd cuz ur an sassy wezird who ca'nt be tamed .,rt username : sayeng ' vuldemurt ' out lowd because you're an sassy wezird who can't be tamed .,rt username : sayeng'vuldemurt'out lowd because you're an sassy wezird who can't be tamed .
2568,username this is beautiful thx so much lololol,username this is beautiful thanks so much laughing out loud,username this is beautiful thanks so much laughing out loud
2569,hashtag : just herbs ayurvedic pimple treatment kit just herbs ayurvedic pimple treatment kit . . . httpurl httpurl,hashtag : just herbs ayurvedic pimple treatment kit just herbs ayurvedic pimple treatment kit . . . httpurl httpurl,hashtag : just herbs ayurvedic pimple treatment kit just herbs b herbs treatment kit . . . httpurl httpurlsurl
2570,username ehh ehh wait wait ~ jap kenal ain ?,username ehh ehh wait wait ~ jap kenal ain ?,username ehh ehh wait wait ~ jap kenal ain ?
2571,username i will go with u . . . whr we meet ?,username i will go with you . . . where we meet ?,username i will go with you . . . where we meet ?
2572,nowplaying rocky balboa - migos feat . peewee longway httpurl,nowplaying rocky balboa - migos feat . peewee long way httpurl,nowplaying rocky balboa - migos feat . peewee long way httpurl
2573,lakala me voy a dormir pq soy nene buen,lakala me boy a dormir pq soy nene buen,lakala me boy a dormir pq soy nene buen
2574,username espera eu me trocar e pegar algo p comer,username espera eu me trocar e pegar algo p comer,username espera eu me trocar e pegar algo p comer
2575,did i photobomb adrian or did he photobomb me httpurl,did i photo bomb adrian or did he photo bomb me httpurl,did i photo bomb adrian or did he photo bomb me httpurl
2576,i liked a username video httpurl jhene aiko performs ' the worst ',i liked a username video httpurl jhene aiko performs ' the worst ',i liked a username video httpurl jhene aiko performs'the worst '
2577,nauso po ang quote tweet . learn to use it .,nauso po ang quote tweet . learn to use it .,nauso po ang quote tweet . learn to use it .
2578,"rt username : gusto mo ng shoutout & followback ? tweet "" save aina "" x35 and retweet if done .","rt username : gusto mo ng shout out & follow back ? tweet "" save aina "" x35 and retweet if done .","rt username : gusto mo ng shout out & follow back ? tweet "" save aina "" x35 and retweet if done ."
2579,username - listen to skepta dissing wiley when man had the white hat on freestyle 1xtra jheeze never forget that youtbe video,username - listen to sunglasses dissing wiley when man had the white hat on freestyle 1xtra jheeze never forget that youtube video,username - listen to sunglasses dissing wiley when man had the white hat on freestyle 1xtra jheeze never forget that youtube video
2580,idk what was more impressive pg24 finally going off or dwade hitting three pointers .,i don't know what was more impressive pg24 finally going off or dwade hitting three pointers .,i don't know what was more impressive pg24 finally going off or dwade hitting three pointers .
2581,rt username : to all my weequahic seniors yall better kill the toast off today,rt username : to all my weequahic seniors y'all better kill the toast off today,rt username : to all my weequahic seniors y'all better kill the toast off today
2582,new video filmed by me don d x big o x shot by 1hunnit filmz : httpurl,new video filmed by me don d x big o x shot by 1hunnit film : httpurl,new video filmed by me don d x big o x shot by 1hunnit film : httpurl
2583,rt username : person is typing . . person is typing . . person is typing . . person is typing . . person is offline * seret muka dekat dinding .,rt username : person is typing . . person is typing . . person is typing . . person is typing . . person is offline * seret muka dekat dinding .,rt username : person is typing . . person is writing . . people is typing ! . person isn't typing . ? person is offline * seret muka dekat dinding .
2584,"narendra modi arrives in his bullet proof bmw , arrives before 9am and will now meet pakistani prime minister","narendra modi arrives in his bullet proof bmw , arrives before 9am and will now meet pakistani prime minister","narendra modi arrives in his bullet proof bmw , arrives before 9am and will now meet pakistani prime minister"
2585,username lol biggest flop ever . he's up there with adam morrison lol,username laughing out loud biggest flop ever . he's up there with adam morrison laughing out loud,username laughing out loud biggest flop ever . he's up there with adam morrison laughing outl
2586,""" dreams are essential to life . "" anais nin",""" dreams are essential to life . "" anais nin",""" dreams are essential to life . "" anais nin"
2587,late night crusing with big bro bok and daedae,late night crusing with big brother bok and daedae,late night crusing with big brother bok and daedae
2588,username i haven't got time to give it lessons lol just use adultwork,username i haven't got time to give it lessons laughing out loud just use adult work,username i haven't got time to give it lessons laughing out loud just use adult work
2589,"blizz devs say their sexed up characters aren't "" sending a message "" - httpurl hashtag","blizz developer say their sexed up characters aren't "" sending a message "" - httpurl hashtag","blizz developer say their sexed up characters aren't "" sending a message "" - httpurl hashtag"
2590,rt username : hu dat hu dat i g g y,rt username : hu that hu that i g g y,rt username : hu that hu that i g g y
2591,username oh god idk but i could eat all there corn bread and mashed potatoes ! lmao and there pies ! nom lol,username oh god i don't know but i could eat all there corn bread and mashed potatoes ! laughing my ass off and there pies ! nom laughing out loud,username oh god i don't know but i could eat all there corn bread and mashed potatoes ! laughing my ass off and there pies ! nom laughing out loud
2592,rt username : 5sos ' opening song is eighteen oh ym gdo,rt username : 5sos ' opening song is eighteen oh my god,rt username : 5sos'opening song is eighteen oh my god
2593,"rt username : rt username : httpurl beasiswa bisnis di aston university uk , mau ? : ) ~ 0527","rt username : rt username : httpurl beasiswa bisnis di aston university uk , mau ? : ) ~ 0527","rt username : rt user name : httpurl beasiswa bisnis di aston university uk , mau ? : ) ~ 0527"
2594,username username yes yall are but yall just keepin it on the low but its cool im not gone tell no one yall touch my butt earlier,username username yes y'all are but y'all just keeping it on the low but its cool i'm not gone tell no one y'all touch my butt earlier,username username yes y'all are but y'al just keeping it on the low but its cool i'm not gone tell no one y'll touch my butt earlier
2595,"my thirsty ass tryna take a nap right now lol , i mean i go home at 11 ? ? ?","my thirsty ass trying to take a nap right now laughing out loud , i mean i go home at 11 ? ? ?","my thirsty ass trying to take a nap right now laughing out loud , i mean i go home at 11 ? ? ?"
2596,"i fuck witchu , borderline stuck witchu","i fuck with you , borderline stuck with you","i fuck with you , borderline stuck with you"
2597,. username he can't as he is soon going out . abdullah abdullah expected to be prez,. username he can't as he is soon going out . abdullah abdullah expected to be president,. username he can't as he is soon going out . abdullah abdullah expected to be president
2598,they should make avengers ft . the punisher . animation series pun power sudah !,they should make avengers ft . the punisher . animation series pun power sudah !,they should make avengers ft . the punisher . animation series pun power sudah !
2599,username i know right ? melampau kot 0,username i know right ? melampau kingdom of trolls 0,username i know right ? melampau kingdom of trolls 0
2600,black still quil nem coming rt username : username who at yo house,black still quill they coming rt username : username who at your house,black still quill they coming rt username : username who at your house
2601,"hashtag "" watch dogs is gonna be so much better than gta 5 "" lol : "" watch dogs is gonna be so much better than gta 5 "" lol httpurl","hashtag "" watch dogs is gonna be so much better than gta 5 "" laughing out loud : "" watch dogs is gonna be so much better than gta 5 "" laughing out loud httpurl","hashtag "" watch dogs is gonna be so much better than gta 5 "" laughing out loud : "" watch dog is gonna just be so little better than get dogs 5 "" laughs out loud httpurl"
2602,username hahha eh yung the way manamit ? uhmmm,username hahha eh yung the way manamit ? uhmmm,username hahha eh yung the way manamit ? uhmmm
2603,what even is the word bae it's so fkn dumb,what even is the word bae it's so fucking dumb,what even is the word bae it's so fucking dumb
2604,username lmao you think i'm going to get tickt off ? lmao,username laughing my ass off you think i'm going to get ticket off ? laughing my ass off,username laughing my ass off you think i'm going to get ticket off ? laughing my butt off
2605,i done fuckin with these viv girls,i done fucking with these viv girls,i done fucking with these viv girls
2606,username no all the dark homies got flustered cuz i used the n word towards kenn and joe lmao,username no all the dark homies got flustered because i used the and word towards kenn and joe laughing my ass off,username no all the dark homies got flustered because i used the and word towards kenn and joe laughing my ass off
2607,"httpurl jaylin : this one is interesting , because it's probably where : jaylin httpurl httpurl","httpurl jaylin : this one is interesting , because it's probably where : jaylin httpurl httpurl","httpurl jaylin : this one is interesting , because it's probably where : jaylin httpurls httpurled"
2608,username i didnt get home until like past 1am last night and went to bed at 5am lmfao otl,username i didn't get home until like past 1am last night and went to bed at 5am laughing my fucking ass off otl,username i didn't get home until like past 1am last night and went to bed at 5am laughing my fucking ass off otl
2609,i checked in at swsh shabu shabu on hashtag httpurl,i checked in at swsh shabu shabu on hashtag httpurl,i checked in at swsh shabu shabu on hashtag httpurl
2610,""" krugman on levitt on healthcare "" httpurl free = rationed",""" krugman on levitt on healthcare "" httpurl free = rationed",""" krugman on levitt on healthcare "" httpurl free = rationed"
2611,username you're the second person who said that haha you also okay ma still step smoking on snapchat,username you're the second person who said that haha you also okay ma still step smoking on snapchat,username you're the second person who said that haha you also okay ma still step smoking on snapchat
2612,username a life size poster of arsene wenger for your bedroom wall ! ! ! !,username a life size poster of arsene wenger for your bedroom wall ! ! ! !,username a life size poster of arsene wenger for your bedroom wall ! ! ! ?
2613,"haha ! lol . . . "" username : username please please nana , dont call me boss again . please ! ! ""","haha ! laughing out loud . . . "" username : username please please nana , don't call me boss again . please ! ! ""","haha ! laughing out loud . . . "" username : username please please nana , don't call me boss again . please ! ! """
2614,""" username : username got my tix for mtl ! "" sweet . see ya there",""" username : username got my tickets for mtl ! "" sweet . see you there",""" username : username got my tickets for mtl ! "" sweet . see you there"
2615,username hashtag a1 ) international matrix sim a2 ) upto 2000 minutes a3 ) unlimited data access httpurl . .,username hashtag a1 ) international matrix seems a2 ) up to 2000 minutes a3 ) unlimited data access httpurl . .,username hashtag a1 ) international matrix seems a2 ) up to 2000 minutes a3 ) unlimited data access httpurl . .
2616,hahaha even the friends u think u have say you're a douche,hahaha even the friends you think you have say you're a douche,hahaha even the friends you think you have say you're a douche
2617,nizamabad passenger 51434 started on 24 / 05 / 2014 reached its destination nzb and was 270 mins late httpurl,nizamabad passenger 51434 started on 24 / 05 / 2014 reached its destination nzb and was 270 minutes late httpurl,nizamabad passenger 51434 started on 24 / 05 / 2014 reached its destination nzb and was 270 minutes late httpurl
2618,"rt username : watching hashtag username episode haha "" man's makin tea wid his own piss "" quality","rt username : watching hashtag username episode haha "" man's making tea with his own piss "" quality","rt username : watching hashtag username episode haha "" man's making tea with his own piss "" quality"
2619,"rt username : "" zouis are bad influences im leaving the fandom "" hashtag hashtag httpurl","rt username : "" zouis are bad influences i'm leaving the fandom "" hashtag hashtag httpurl","rt username : "" zouis are bad influences i'm leaving the fandom "" hashtag hashtag httpurl"
2620,"rt username : "" while everyone said "" 2ne1 "" chanyeol said : snsd are my seniors so i will vote for them pmsl httpurl","rt username : "" while everyone said "" 2ne1 "" chanyeol said : snsd are my seniors so i will vote for them pissing myself laughing httpurl","rt username : "" while everyone said "" 2ne1 "" chanyeol said : snsd are my seniors so i will vote for them pissing myself laughing httpurl"
2621,"rt username : 2 million followers wow : ) thanks guys , that's freakin epic ! i love ya x","rt username : 2 million followers wow : ) thanks guys , that's freaking epic ! i love you x","rt username : 2 million followers wow : ) thanks guys , that's freaking epic ! i love you x"
2622,httpurl hashtag : under armour kids ' ua clean up low rm baseball cleats under armour kids ' ua clean u . . . httpurl,httpurl hashtag : under armour kids ' ua clean up low rm baseball cleats under armour kids ' ua clean you . . . httpurl,httpurl hashtag : under armour kids'ua clean up low rm baseball cleats under armour kid'ua throw you . . . httpurls
2623,"music alert ! deitrick haddon - raining r . e . d . ( feat . clareta haddon - jackson ) hashtag on httpurl , the home of great gospe","music alert ! deitrick haddon - raining r . e . d . ( feat . clareta haddon - jackson ) hashtag on httpurl , the home of great gospel","music alert ! deitrick haddon - raining r . e . d . ( feat . clareta haddon / jackson ) hashtag on httpurl , the home of great gospel"
2624,rt username : feelin this . . what do u think ? catchy ? httpurl,rt username : feeling this . . what do you think ? catchy ? httpurl,rt username : feeling this . . what do you think ? catchy ? httpurl
2625,"rt username : [ trans ] 140523 suho is crying and now fans are chanting "" dont cry dont cry ""","rt username : [ trans ] 140523 suho is crying and now fans are chanting "" don't cry don't cry ""","rt username : [ trans ] 140523 suho is crying and now fans are chanting "" don't cry don'' t crying """
2626,i was slightly inehbriated when i switc hed to new twitter how do i undo this,i was slightly inehbriated when i switch hed to new twitter how do i undo this,i was slightly inehbriated when i switch hed to new twitter how do i undo this
2627,"i know alot friendly ass nighas but act hard , . . .","i know a lot friendly ass niggers but act hard , . . .","i know a lot friendly ass niggers but act hard , . . ."
2628,rt username : vous aimez ? do you like this ? httpurl,rt username : vous aimez ? do you like this ? httpurl,rt username : vous aimez ? do you like this ? httpurl
2629,""" username : fav this and ill indirect you but youll have to guess which one is yours unless ur brenna bc ill add her name in hers """,""" username : favorite this and i'll indirect you but you'll have to guess which one is yours unless your brenna because i'll add her name in hers """,""" username : favorite this and i'll indirect you but you'll have to guess which one is yours unless your brenna because i'd add her name in hers """
2630,rt username : omfg this storm wtf,rt username : oh my fucking god this storm what the fuck,rt username : oh my fucking god this storm what the fuck
2631,being alone didnt mean that you didnt have any friend,being alone didn't mean that you didn't have any friend,being alone didn't mean that you didn'd have any friend
2632,rt username : we rememberin and prayin for those that gave tha ultimate sacrifice . god bless em . they with our savior jesus ! hashtag,rt username : we remembering and praying for those that gave the ultimate sacrifice . god bless em . they with our savior jesus ! hashtag,rt username : we remembering and praying for those that gave the ultimate sacrifice . god bless em . they with our savior jesus ! hashtag
2633,rt username : that ronaldo pk was such an arod home run type of goal,rt username : that ronaldo pk was such an arod home run type of goal,rt username : that ronaldo pk was such an arod home run type of goal
2634,"rt username : "" omg can atl and 5sos tour together ! ! "" httpurl","rt username : "" oh my god can atl and 5sos tour together ! ! "" httpurl","rt username : "" oh my god can atl and 5sos tour together ! ! "" httpurl"
2635,"mmm speechless "" username : get down noma kunjani lol "" username : ndinani _ username hay dear u strong going out kule weather "" ""","mmm speechless "" username : get down noma kunjani laughing out loud "" username : ndinani _ username hay dear you strong going out kule weather "" ""","mmm speechless "" username : get down noma kunjani laughing out loud "" user name : ndinani _ username hay dear you strong going out kule weather "" """
2636,username ok gan ntar ane sundul lg,username ok gan ntar ane sundul lg,username ok gan ntar ane sundul lg
2637,bae's lookin right today too lol,bae's looking right today too laughing out loud,bae's looking right today too laughing out loud
2638,i want to watch law and order svu not law and order criminal intent . t,i want to watch law and order svu not law and order criminal intent . t,i want to watch law and order svu not law and operation criminal intent . t
2639,username scrolling through twitter and hashtags is not market research ; ) x,username scrolling through twitter and hashtags is not market research ; ) x,username scrolling through twitter and hashtags is not market research ; ) x
2640,now spinning elephant man - shizzle my nizzle on union squad radio tunein or winamp app's,now spinning elephant man - shizzle my nizzle on union squad radio tunein or winamp app's,now spinning elephant man - shizzle my nizzle on union squad radio tunein or winamp app's
2641,"replied au : d "" username : username tyaa cek dm yaw wkwk ""","replied au : d "" username : username tyaa cek dm yaw wkwk ""","replied au : d "" username : username tyaa cek dm yaw wkwk """
2642,rt username : mamodou sakho starts and captains france in their world cup warm up match against norway tonight . good luck sakho . gv,rt username : mamodou sakho starts and captains france in their world cup warm up match against norway tonight . good luck sakho . gv,rt username : mamodou sakho starts and captains france in their world cup warm up match against norway tonight . good luck sakhoo . gv
2643,httpurl retweet this n vote ! username username username username username,httpurl retweet this and vote ! username username username username username,httpurl retweet this and vote ! username username hashtag username ) username
2644,jst read a tweet and it made me say ew,just read a tweet and it made me say ew,just read a tweet and it made me say ew
2645,"certified scrummaster ( csm ) - augusta , ga httpurl","certified scrummaster ( csm ) - augusta , ga httpurl","certified scrummaster ( csm ) - augusta , ga httpurl"
2646,rt username : [ engsub ] 140523 xoxo exo lay camera httpurl ( part 1 ) httpurl ( part 2 ) trans by double est,rt username : [ engsub ] 140523 xoxo exo lay camera httpurl ( part 1 ) httpurl ( part 2 ) trans by double est,rt username : [ engsub ] 140523 xoxo exo lay camera httpurl ( part 1 ) httpurls ( part 2 ) trans by double est
2647,username not even drew barrymoore was naked or when cameron diaz danced in her underwear lmfao,username not even drew barrymoore was naked or when cameron diaz danced in her underwear laughing my fucking ass off,username not even drew barrymoore was naked or when cameron diaz danced in her underwear laughing my fucking ass off
2648,rt username : yosh followers instagram promo 1000follow instagram : 80rb via pulsa xl proses 1 - 2 hari pin : 2b806641,rt username : yosh followers instagram promo 1000follow instagram : 80rb via pulsa xl proses 1 - 2 hari pin : 2b806641,rt username : yosh followers instagram promo 1000follow instagram : 80rb via pulsa xl proses 1 - 2 hari pin : 2b806641
2649,rt username : happy satnite all . gue mau hashtag for western rp . only ya ? * 20 httpurl,rt username : happy saturday night all . gue mau hashtag for western rp . only you ? * 20 httpurl,rt username : happy saturday night all . gue mau hashtag for western rp . only you ? * 20 httpurl
2650,"some say i'm trifling sometimes i rightfully am , but idgaf imma leave u rite where u stand","some say i'm trifling sometimes i rightfully am , but idgaf i'm going to leave you right where you stand","some say i'm trifling sometimes i rightfully am , but idgaf i'll leave you right where you stand"
2651,username you should have asked people to checkbox their privelege . or their privilage . or their priv [ any vowel ] l [ any other vowel ] ge .,username you should have asked people to checkbox their privelege . or their privilage . or their priv [ any vowel ] l [ any other vowel ] ge .,username you should have asked people to checkbox their privelege . or their privilage . or his priv [ any vowel ] l [ any other vowel ] ge .
2652,rt username : hashtag for all kpopers esp . elf exostan bana army starlight . jfb juseyo ~,rt username : hashtag for all kpopers especially . elf exostan bana army starlight . jesus fucking bale juseyo ~,rt username : hashtag for all kpopers especially . elf exostan bana army starlight . jesus fucking bale juseyo ~
2653,""" go talk to your side niggas . "" - side nigga .",""" go talk to your side niggers . "" - side nigger .",""" go talk to your side niggers . "" - side nigga ."
2654,"acura tsx jdm oem style clear fog lights , switch httpurl","acura tsx jdm oem style clear fog lights , switch httpurl","acura tsx jdm oem style clear fog lights , switch httpurl"
2655,rt username : selfie : eden hazard uploads a selfie with his belgium team - mates ! httpurl,rt username : selfie : eden hazard uploads a selfie with his belgium team - mates ! httpurl,rt username : selfie : eden hazard uploads a selfie with his belgium team - mates ! httpurl
2656,htc one s t - mobile clean esn imei good for activations rooted no os httpurl hashtag,htc one s t - mobile clean esn imei good for activations rooted no os httpurl hashtag,htc one s t - mobile clean esn imei good for activations rooted no os httpurl hashtag
2657,"hashtag : lieder ohne worte ( songs without words ) , book 6 , op . 67 : no . 7 in e flat major , op . 30 / 1 : lieder ohne wort . . . httpurl","hashtag : lieder ohne worte ( songs without words ) , book 6 , op . 67 : no . 7 in e flat major , op . 30 / 1 : lieder ohne wort . . . httpurl","hashtag : lieder ohne worte ( songs without words ) , book 6 , op . 67 : no . 7 in e flat major , op / 1 : liedier ohne wirt . . . httpurl"
2658,username awwww good luck to her : ) : ) get selfies x,username awwww good luck to her : ) : ) get selfies x,username awwww good luck to her : ) : ) get selfies x
2659,"meilleures ventes - hashtag : izak of lapland : izak of lapland maya angelou ( auteur ) , l . . . httpurl store httpurl","meilleures ventes - hashtag : izak of lapland : izak of lapland maya angelou ( auteur ) , l . . . httpurl store httpurl","meilleures ventes - hashtag : izak of lapland : i realize of lap land maya angelou ( auteur ) , l . . . httpurl store httpurlsurl"
2660,if young thug gay . . . i guess kanye & asap rocky gay too lol just b / c somebody wanna be different . they gay ? lol,if young thug gay . . . i guess kanye & asap rocky gay too laughing out loud just b / c somebody wanna be different . they gay ? laughing out loud,if young thug gay . . . i guess kanye & asap rocky gay too laughing out loud just b / c somebody wanna be different . they gay ? laughing outl
2661,but who is this tatted lightskinned trey songs lookin mf ?,but who is this tatted lightskinned trey songs looking mother fucker ?,but who is this tatted lightskinned trey songs looking mother fucker ?
2662,username i was real angry . no one is taking my bae and my theoretical baby from me hehe,username i was real angry . no one is taking my bae and my theoretical baby from me hehe,username i was real angry . no one is taking my bae and my theoretical baby from me hehe
2663,rappers really think they can do anything lol swinging at money mayweather,rappers really think they can do anything laughing out loud swinging at money mayweather,rappers really think they can do anything laughing out loud swinging at money mayweather
2664,username username idk you & all you do is be an asshole in my mentions lol . how you tryna be my friend acting up,username username i don't know you & all you do is be an asshole in my mentions laughing out loud . how you trying to be my friend acting up,username username i don't know you & all you do is be an asshole in my mentions laughing out loud . how you trying to be my friend acting up
2665,username ain't that the true ! if i was habs coach i be swearing worse than a sailor hahaha,username ain't that the true ! if i was habs coach i be swearing worse than a sailor hahaha,username ain't that the true ! if i was habs coach i be swearing worse than a sailor hahaha
2666,diaporama : after seen a fan shaking a banana at him x httpurl,diaporama : after seen a fan shaking a banana at him x httpurl,diaporama : after seen a fan shaking a banana at him x httpurl
2667,rt username : lookin for bae with my . . httpurl,rt username : looking for bae with my . . httpurl,rt username : looking for bae with my . . httpurl
2668,clonedvd studio free avi to ipod convert 1 . 0 . 0 . 0 httpurl,clonedvd studio free avi to ipod convert 1 . 0 . 0 . 0 httpurl,clonedvd studio free avi to ipod convert 1 . 0 . 0 httpurl
2669,"delhi daredevils last won at sharjah on 27 - 4 - 2014 , since then have lost 8 consecutive games ( all in india & 5 at feroz shah kotla )","delhi daredevils last won at sharjah on 27 - 4 - 2014 , since then have lost 8 consecutive games ( all in india & 5 at feroz shah kotla )","delhi daredevils last won at sharjah on 27 - 4 - 2014 , since then have lost 8 consecutive games ( all in india & 5 at feroz shah kotla )"
2670,i just saw a prettier version nicki minaj username : ) hashtag,i just saw a prettier version nicki minaj username : ) hashtag,i just saw a prettier version nicki minaj username : ) hashtag
2671,"boroko haboyo and there's so much trash i'm thinking about , i can't study . wena ? rt username : ha o robale ? ? kaygeo","boroko haboyo and there's so much trash i'm thinking about , i can't study . wena ? rt username : ha o robale ? ? kaygeo","boroko haboyo and there's so much trash i'm thinking about , i can't study . wena ? rt username : ha o robale ? ? kaygeo"
2672,good night lmfaooo this hw shit aint working for me .,good night laughing my fucking ass off this homework shit ain't working for me .,good night laughing my fucking ass off this homework shit ain't working for me .
2673,"if i cnt afford the real deal , i ain't buying nuffin fake . . i just won't have it","if i can't afford the real deal , i ain't buying nothing fake . . i just won't have it","if i can't afford the real deal , i ain't buying nothing fake . . i just won't have it"
2674,"rt username : * on a roller coaster * other people ; "" ahhh ! wooohoo ! "" me : "" holy shit . omg omg omg omg omg i'm gonna die ! '","rt username : * on a roller coaster * other people ; "" ahhh ! wooohoo ! "" me : "" holy shit . oh my god oh my god oh my god oh my god oh my god i'm gonna die ! '","rt username : * on a roller coaster * other people ; "" ahhh ! wooohoo ! "" me : "" holy shit . oh my god oh my fucking god oh his god oh i'm gonna die ! '"
2675,rt username : desain kamar cewek manis - nice girl teenage room design ideas httpurl,rt username : desain kamar cewek manis - nice girl teenage room design ideas httpurl,rt username : desain kamar cewek manis - nice girl teenage room design ideas httpurl
2676,rt username : i keep telling u niggas . . . lifting weights don't teach you how to fight . lol httpurl,rt username : i keep telling you niggers . . . lifting weights don't teach you how to fight . laughing out loud httpurl,rt username : i keep telling you niggers . . . lifting weights don't teach you how to fight . laughing out loud httpurl
2677,sneak diss man thats gonna hurt you,sneak this man that's gonna hurt you,sneak this man that's gonna hurt you
2678,yay so much fun . jk httpurl,yay so much fun . just kidding httpurl,yay so much fun . just kidding httpurl
2679,rt username : gah dazzling girl jonghyun is more dazzling than any girl,rt username : gah dazzling girl jonghyun is more dazzling than any girl,rt username : gah dazzling girl jonghyun is more dazzling than any girl
2680,"username hapi birthday 2 my lovely angel , nd i wish u long life nd prosperity . . . . . . . . nd wish u all d gud tinz dat life has 2 offer .","username happy birthday to my lovely angel , and i wish you long life and prosperity . . . . . . . . and wish you all the good tinz that life has to offer .","username happy birthday to my lovely angel , and i wish you long life and prosperity . . . and . . ! and wish you all the good tinz that life has to offer ."
2681,13 tips to tell your friends or office mate that he / she has deadly body odor ang baho mo teh ! httpurl,13 tips to tell your friends or office mate that he / she has deadly body odor ang baho mo teh ! httpurl,13 tips to tell your friends or office mate that he / she has deadly body odor ang baho mo teh ! httpurl
2682,rt username : bullshit if jb wasnt band there is no way in hell they will be httpurl,rt username : bullshit if jb wasn't band there is no way in hell they will be httpurl,rt username : bullshit if jb wasn't band there is no way in hell they will be httpurl
2683,rt username : i feel like i been gettin all the signs to fall back and that's exactly what i'm bouta do wit oomfs,rt username : i feel like i been getting all the signs to fall back and that's exactly what i'm about to do with one of my followers,rt username : i feel like i been getting all the signs to fall back and that's exactly what i'm about to do with one of my followers
2684,testi from my lovely cust { } thank u dear ! hashtag httpurl,testi from my lovely cust { } thank you dear ! hashtag httpurl,testi from my lovely cust { } thank you dear ! hashtag httpurl
2685,username niggas get mad when they lose and start taking shots lol,username niggers get mad when they lose and start taking shots laughing out loud,username niggers get mad when they lose and start taking shots laughing out loud
2686,the hashtag lookin like the hashtag tonight . . . but u better not count the hashtag out yet tho .,the hashtag looking like the hashtag tonight . . . but you better not count the hashtag out yet though .,the hashtag looking like the hash tag tonight . . . but you better not count the hashting yet though .
2687,"username sell chicharito , keep welbz & put him on legt of 4 - 3 - 3 he says he likes that but not left of 4 - 4 - 2","username sell chicharito , keep welbz & put him on left of 4 - 3 - 3 he says he likes that but not left of 4 - 4 - 2","username sell chicharito , keep welbz & put him on left of 4 - 3 - 3 he says he likes that but not left of 2 - 4 - 2"
2688,"jessica snsd doesnot like fruit , and her phobia with cucumber","jessica snsd doesn't like fruit , and her phobia with cucumber","jessica snsd doesn't like fruit , and her phobia with cucumber"
2689,"lol they give no fucks . they out there trying to out thot each other . "" username : fab out there calling yall thots lol ""","laughing out loud they give no fucks . they out there trying to out thot each other . "" username : fab out there calling y'all thots laughing out loud ""","laughing out loud they give no fucks . they out there trying to out thot each other . "" username : fab out there calling y'all thots laughing outcrs """
2690,username . j & k ppl have suffered inspite of & not due to lack of art 370 which provdes protection to pol ldrs on issues of accountability .,username . j & k people have suffered in spite of & not due to lack of art 370 which provdes protection to pol ldrs on issues of accountability .,username . j & k people have suffered in spite of & not due to lack of art 370 which provdes protection to pol ldrs on issues of accountability .
2691,who gets rejected from mcdonalds ? lol,who gets rejected from mcdonalds ? laughing out loud,who gets rejected from mcdonalds ? laughing out loud
2692,rt username : when u see bae tweeting someone else httpurl,rt username : when you see bae tweeting someone else httpurl,rt username : when you see bae tweeting someone else httpurl
2693,username r u sure it was not optimus prime on one of his after party runs ?,username are you sure it was not optimus prime on one of his after party runs ?,username are you sure it was not optimus prime on one of his after party runs ?
2694,search for hashtag on twitter and instagram for more pictures ! rechercher des hashtag lancomegrandiose sur . . . httpurl,search for hashtag on twitter and instagram for more pictures ! rechercher des hashtag lancomegrandiose sur . . . httpurl,search for hashtag on twitter and instagram for more pictures ! rechercher des hashtag lancomegrandiose sur . . . httpurl
2695,t : viafo _ share _ twitter r : 4888759250190336 2014 - 05 - 26t 11 : 33 : 04 . 452740 vsg share,t : viafo _ share _ twitter r : 4888759250190336 2014 - 05 - 26t 11 : 33 : 04 . 452740 vsg share,t : viafo _ share _ twitter r : 4888759250190336 2014 - 05 - 26t 11 : 33 : 04 . 452740 vsg share
2696,hapi sunday 2 my special people around d global . . . . . hashtag grace for u all .,happy sunday 2 my special people around the global . . . . . hashtag grace for you all .,happy sunday 2 my special people around the global . . . ! . hashtag grace for you all .
2697,username im abt to type it up,username i'm about to type it up,username i'm about to type it up
